Features: 16,,,,,,,,
Target Class: ferret,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.9, Gamma: 0.99",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.0001",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.0002",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.0003",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.0004",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.005",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.05",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.0625",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.1",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.2",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.5",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.7",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.9",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.99, Gamma: 0.99",0,13,0,36,73.46938775510205,10,40,
,,,,,,,,
